DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DiscoveredInProgress,DaysOfExposure,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
08/27/2023 12:00:00 AM,10/03/2023 12:00:00 AM,Unauthorized Access,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,"Coffee Meets Bagel, Inc.",15746,,7455,Business,"1,000-9,999",0,0,0,true,0,true,37,0
02/22/2023 12:00:00 AM,10/05/2023 12:00:00 AM,Cyberattack,02/17/2023 12:00:00 AM,02/22/2023 12:00:00 AM,Great Expressions Dental Centers ,15745,Ransomware,587,Health,500-999,1-99,0,5,true,5,true,225,1-99
12/20/2022 12:00:00 AM,10/10/2023 12:00:00 AM,Cyberattack,11/14/2022 12:00:00 AM,12/20/2022 12:00:00 AM,The City of Lakewood,15743,Ransomware,24219,Government,"10,000-49,999",1-99,0,36,true,36,true,294,1-99
07/20/2023 12:00:00 AM,10/10/2023 12:00:00 AM,Cyberattack,07/20/2023 12:00:00 AM,08/11/2023 12:00:00 AM,Lennar Corporation,15741,Other,594,Business,500-999,1-99,22,0,true,22,false,82,1-99
08/19/2023 12:00:00 AM,10/06/2023 12:00:00 AM,Unauthorized Access,08/19/2023 12:00:00 AM,09/06/2023 12:00:00 AM,"Caesars Entertainment, Inc.",15738,,784234,Business,"50,000-999,999",1-99,18,0,true,18,false,48,1-99
08/01/2023 12:00:00 AM,08/31/2023 12:00:00 AM,Cyberattack,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,Topgolf Callaway Brands Corp.,15726,Ransomware,14048,Business,"10,000-49,999",0,0,0,true,0,true,30,0
08/26/2022 12:00:00 AM,06/14/2023 12:00:00 AM,Unauthorized Access,,,Connexin Software Inc.,15712,,29600,Business,"10,000-49,999",Unknown,,,false,,false,292,Unknown
05/31/2023 12:00:00 AM,09/22/2023 12:00:00 AM,Cyberattack,05/30/2023 12:00:00 AM,05/31/2023 12:00:00 AM,Financial Institution Service Corporation,15681,Other,2140,Finance,"1,000-9,999",1-99,0,1,true,1,true,114,1-99
05/31/2023 12:00:00 AM,08/22/2023 12:00:00 AM,Unauthorized Access,05/30/2023 12:00:00 AM,06/01/2023 12:00:00 AM,Huntington Bank (Alogent),15678,,4000,Business,"1,000-9,999",1-99,1,1,true,2,false,83,1-99
06/04/2023 12:00:00 AM,09/25/2023 12:00:00 AM,Unauthorized Access,,,Data Media Associates,15677,,657,Business,500-999,Unknown,,,false,,false,113,Unknown
06/09/2023 12:00:00 AM,09/25/2023 12:00:00 AM,Cyberattack,06/09/2023 12:00:00 AM,,Spinal and Sports Care Clinic,15676,Ransomware,1089,Health,"1,000-9,999",Unknown,,0,false,,false,108,Unknown
05/30/2023 12:00:00 AM,08/25/2023 12:00:00 AM,Unauthorized Access,05/27/2023 12:00:00 AM,05/31/2023 12:00:00 AM,"Maximus, Inc.",15654,,70847,Business,"50,000-999,999",1-99,1,3,true,4,false,87,1-99
12/29/2022 12:00:00 AM,08/31/2023 12:00:00 AM,Unauthorized Access,12/01/2022 12:00:00 AM,01/25/2023 12:00:00 AM,UnitedHealthcare (Devine Joshua),15653,,18418,Finance,"10,000-49,999",1-99,27,28,true,55,false,245,1-99
02/21/2023 12:00:00 AM,09/07/2023 12:00:00 AM,Unauthorized Access,02/07/2023 12:00:00 AM,02/21/2023 12:00:00 AM,"MedMinder Systems, Inc.",15652,,1252,Health,"1,000-9,999",1-99,0,14,true,14,true,198,1-99
05/31/2023 12:00:00 AM,08/14/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Milliman, Inc.",15644,,2879,Business,"1,000-9,999",1-99,0,2,false,1,false,75,1-99
03/20/2023 12:00:00 AM,08/29/2023 12:00:00 AM,Cyberattack,01/05/2023 12:00:00 AM,03/21/2023 12:00:00 AM,F21 OpcO LLC (d/b/a Forever 21),15600,Ransomware,9855,Business,"1,000-9,999",1-99,1,74,true,75,false,162,1-99
08/14/2023 12:00:00 AM,09/05/2023 12:00:00 AM,Cyberattack,,08/14/2023 12:00:00 AM,North Star Tax & Accounting,15599,Other,1979,Finance,"1,000-9,999",Unknown,0,,true,,true,22,Unknown
05/31/2023 12:00:00 AM,08/24/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"NTT DATA Americas, Inc. on behalf of PBI Research Services",15598,,6228,Business,"1,000-9,999",1-99,0,2,false,1,false,85,1-99
06/20/2023 12:00:00 AM,09/06/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,06/02/2023 12:00:00 AM,Delaware Life Insurance Company,15585,Other,4518,Finance,"1,000-9,999",1-99,0,22,false,4,false,78,1-99
05/16/2023 12:00:00 AM,09/05/2023 12:00:00 AM,Unauthorized Access,02/28/2023 12:00:00 AM,07/02/2023 12:00:00 AM,Vivendi Ticketing US LLC d/b/a See Tickets,15584,,16450,Business,"10,000-49,999",100-199,47,77,true,124,false,112,100-199
07/11/2023 12:00:00 AM,08/31/2023 12:00:00 AM,Cyberattack,07/11/2023 12:00:00 AM,08/20/2023 12:00:00 AM,The Estée Lauder Companies Inc.,15578,Other,150535,Business,"50,000-999,999",1-99,40,0,true,40,false,51,1-99
06/27/2023 12:00:00 AM,08/30/2023 12:00:00 AM,Unauthorized Access,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,CareSource,15577,,581,Health,500-999,1-99,0,27,false,0,false,64,0
07/06/2023 12:00:00 AM,08/24/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,New York Life Insurance Company,15576,Other,1622,Finance,"1,000-9,999",1-99,0,38,false,1,false,49,1-99
05/31/2023 12:00:00 AM,08/24/2023 12:00:00 AM,Unauthorized Access,05/30/2023 12:00:00 AM,05/31/2023 12:00:00 AM,"Chevron Federal Credit Union (""CFCU"")",15574,,947,Finance,500-999,1-99,0,1,true,1,true,85,1-99
06/12/2023 12:00:00 AM,08/23/2023 12:00:00 AM,Unauthorized Access,05/27/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Sovos Compliance, LLC",15569,,11103,Finance,"10,000-49,999",1-99,0,16,false,3,false,72,1-99
06/06/2023 12:00:00 AM,08/14/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Fidelity Life Association,15568,Ransomware,3479,Business,"1,000-9,999",1-99,0,8,false,1,false,69,1-99
02/22/2023 12:00:00 AM,08/25/2023 12:00:00 AM,Cyberattack,01/16/2023 12:00:00 AM,02/22/2023 12:00:00 AM,"PurFoods, LLC",15559,Ransomware,9094,Business,"1,000-9,999",1-99,0,37,true,37,true,184,1-99
05/31/2023 12:00:00 AM,08/21/2023 12:00:00 AM,Cyberattack,05/28/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Oak Ridge Associated Universities,15558,Other,1671,Education,"1,000-9,999",1-99,0,3,false,2,false,82,1-99
04/17/2023 12:00:00 AM,08/25/2023 12:00:00 AM,Cyberattack,03/28/2023 12:00:00 AM,04/17/2023 12:00:00 AM,United Health Care (Harvard Pilgrim Health Care),15557,Ransomware,1025,Health,"1,000-9,999",1-99,0,20,true,20,true,130,1-99
03/07/2023 12:00:00 AM,08/23/2023 12:00:00 AM,Cyberattack,03/02/2023 12:00:00 AM,03/07/2023 12:00:00 AM,R&B Corporation of Virginia d/b/a Credit Control Corporation,15536,Ransomware,1564,Business,"1,000-9,999",1-99,0,5,true,5,true,169,1-99
06/22/2023 12:00:00 AM,08/23/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/31/2023 12:00:00 AM,Sun Life,15535,Ransomware,4097,Business,"1,000-9,999",1-99,0,24,false,2,false,62,1-99
05/31/2023 12:00:00 AM,08/24/2023 12:00:00 AM,Unauthorized Access,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,Cognisight (Providence ElderPlace - Washington),15534,,542,Health,500-999,1-99,0,3,false,0,false,85,0
06/04/2023 12:00:00 AM,08/21/2023 12:00:00 AM,Cyberattack,05/31/2023 12:00:00 AM,06/01/2023 12:00:00 AM,Unum Group,15529,Other,4186,Finance,"1,000-9,999",1-99,0,4,false,1,false,78,1-99
02/03/2023 12:00:00 AM,08/16/2023 12:00:00 AM,Cyberattack,01/31/2023 12:00:00 AM,02/03/2023 12:00:00 AM,"Regal Securities, Inc",15528,Ransomware,600,Finance,500-999,1-99,0,3,true,3,true,194,1-99
06/30/2023 12:00:00 AM,08/11/2023 12:00:00 AM,Cyberattack,,,"EP Global Production Solutions, LLC",15524,Ransomware,2758,Business,"1,000-9,999",Unknown,,,false,,false,42,Unknown
06/21/2023 12:00:00 AM,08/11/2023 12:00:00 AM,Cyberattack,,,"Fidelity National Information Services, Inc. / Umpqua Bank",15493,Malware,145274,Finance,"50,000-999,999",Unknown,,,false,,false,51,Unknown
01/17/2023 12:00:00 AM,08/11/2023 12:00:00 AM,Unauthorized Access,12/12/2022 12:00:00 AM,01/17/2023 12:00:00 AM,Hub International Limited,15492,,31755,Business,"10,000-49,999",1-99,0,36,true,36,true,206,1-99
03/14/2023 12:00:00 AM,08/11/2023 12:00:00 AM,Cyberattack,03/12/2023 12:00:00 AM,03/13/2023 12:00:00 AM,"BrightSpring Health Services, Inc. ",15491,Ransomware,28194,Health,"10,000-49,999",1-99,0,2,false,1,false,150,1-99
07/05/2023 12:00:00 AM,08/10/2023 12:00:00 AM,Theft or Mistake,07/06/2021 12:00:00 AM,05/24/2023 12:00:00 AM,"IEC Group Inc., dba AmeriBen",15490,,662,Health,500-999,500+,0,729,false,687,false,36,500+
05/31/2023 12:00:00 AM,08/10/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,MassMutual Ascend Life Insurance Company,15489,Other,18675,Business,"10,000-49,999",1-99,0,2,false,1,false,71,1-99
05/12/2023 12:00:00 AM,08/09/2023 12:00:00 AM,Cyberattack,04/25/2023 12:00:00 AM,05/12/2023 12:00:00 AM,"Associated Materials, LLC",15488,Ransomware,660,Business,500-999,1-99,0,17,true,17,true,89,1-99
05/31/2023 12:00:00 AM,08/09/2023 12:00:00 AM,Cyberattack,05/27/2023 12:00:00 AM,05/31/2023 12:00:00 AM,Ernst & Young LLP,15481,Other,1129,Business,"1,000-9,999",1-99,0,4,true,4,true,70,1-99
05/31/2023 12:00:00 AM,08/09/2023 12:00:00 AM,Cyberattack,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,"American National Group, LLC and its insurance subsidiaries ",15480,Other,24274,Finance,"10,000-49,999",1-99,0,3,false,0,false,70,0
05/30/2023 12:00:00 AM,08/08/2023 12:00:00 AM,Cyberattack,05/28/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"TD Ameritrade, Inc. and Charles Schwab & Co., Inc.",15467,Malware,1662,Finance,"1,000-9,999",1-99,0,2,true,2,true,70,1-99
06/13/2023 12:00:00 AM,08/04/2023 12:00:00 AM,Cyberattack,05/27/2023 12:00:00 AM,05/31/2023 12:00:00 AM,MidFirst Bank,15466,Other,6097,Finance,"1,000-9,999",1-99,0,17,false,4,false,52,1-99
07/10/2023 12:00:00 AM,08/03/2023 12:00:00 AM,Cyberattack,03/01/2023 12:00:00 AM,06/02/2023 12:00:00 AM,"Etz Hayim Holdings, S.P.C. d/b/a Lazarus Natural",15465,Other,1940,Business,"1,000-9,999",100-199,0,131,false,93,false,24,1-99
06/09/2023 12:00:00 AM,08/02/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,TIAA-CREF Life Insurance Company,15464,Ransomware,904,Finance,500-999,1-99,0,11,false,1,false,54,1-99
05/19/2023 12:00:00 AM,08/01/2023 12:00:00 AM,Unauthorized Access,,05/18/2023 12:00:00 AM,Progressive Casualty Insurance Company,15463,,8325,Business,"1,000-9,999",Unknown,0,,false,,false,74,Unknown
07/05/2023 12:00:00 AM,08/01/2023 12:00:00 AM,Theft or Mistake,06/29/2023 12:00:00 AM,07/05/2023 12:00:00 AM,HCA Healthcare,15461,,7500,Health,"1,000-9,999",1-99,0,6,true,6,true,27,1-99
06/07/2023 12:00:00 AM,07/28/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,The Global Atlantic Financial Group LLC,15460,,62433,Finance,"50,000-999,999",1-99,0,9,false,1,false,51,1-99
06/28/2023 12:00:00 AM,07/28/2023 12:00:00 AM,Cyberattack,05/30/2023 12:00:00 AM,,Bellingham Technical College,15459,Unclear/unknown,1600,Education,"1,000-9,999",Unknown,,29,false,,false,30,Unknown
06/03/2023 12:00:00 AM,08/04/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Hartford Life and Accident Insurance Company,15453,,17839,Finance,"10,000-49,999",1-99,0,5,false,1,false,62,1-99
06/24/2023 12:00:00 AM,07/28/2023 12:00:00 AM,Cyberattack,06/14/2023 12:00:00 AM,06/24/2023 12:00:00 AM,"Cupertino Electric, Inc.",15452,Ransomware,884,Business,500-999,1-99,0,10,true,10,true,34,1-99
02/09/2023 12:00:00 AM,07/28/2023 12:00:00 AM,Cyberattack,11/30/2022 12:00:00 AM,02/09/2023 12:00:00 AM,Clear Spring Life and Annuity Company,15451,Ransomware,1125,Finance,"1,000-9,999",1-99,0,71,true,71,true,169,1-99
06/09/2023 12:00:00 AM,07/28/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"TIAA Kaspick, LLC (""Kaspick"")",15450,Ransomware,1235,Finance,"1,000-9,999",1-99,0,11,false,1,false,49,1-99
06/21/2023 12:00:00 AM,07/27/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,The Prudential Insurance Company of America,15449,,39674,Education,"10,000-49,999",1-99,0,23,false,1,false,36,1-99
06/09/2023 12:00:00 AM,07/27/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Teachers Insurance and Annuity Association of America (""TIAA",15439,Ransomware,56331,Finance,"50,000-999,999",1-99,0,11,false,1,false,48,1-99
06/19/2023 12:00:00 AM,07/27/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Lumico Life Insurance Company, Elips Life Insurance Company",15438,Other,6209,Business,"1,000-9,999",1-99,0,21,false,1,false,38,1-99
06/08/2023 12:00:00 AM,07/26/2023 12:00:00 AM,Cyberattack,11/24/2021 12:00:00 AM,12/14/2022 12:00:00 AM,"HRM Enterprises, Inc.",15437,Unclear/unknown,1414,Business,"1,000-9,999",500+,0,561,false,385,false,48,300-399
06/01/2023 12:00:00 AM,07/26/2023 12:00:00 AM,Cyberattack,05/27/2023 12:00:00 AM,05/27/2023 12:00:00 AM,UnitedHealthcare Student Resources,15433,Other,1592,Health,"1,000-9,999",1-99,0,5,false,0,false,55,0
05/31/2023 12:00:00 AM,07/25/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/29/2023 12:00:00 AM,The Johns Hopkins University,15430,Other,608,Education,500-999,1-99,0,2,false,0,false,55,0
06/02/2023 12:00:00 AM,07/25/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Corebridge Financial, Inc.",15428,Other,101027,Business,"50,000-999,999",1-99,0,4,false,1,false,53,1-99
06/20/2023 12:00:00 AM,07/24/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Jackson National Life Insurance Company,15425,,22709,Finance,"10,000-49,999",1-99,0,22,false,1,false,34,1-99
07/13/2023 12:00:00 AM,07/24/2023 12:00:00 AM,Theft or Mistake,,07/14/2023 12:00:00 AM,"Togetherwork Holdings, LLC",15424,,866,Business,500-999,Unknown,1,,true,,false,11,Unknown
06/03/2023 12:00:00 AM,07/21/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Aurora National Life Assurance Company,15419,Other,3670,Finance,"1,000-9,999",1-99,0,5,false,1,false,48,1-99
06/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Fidelity & Guaranty Life Insurance Company (""F&G"")",15418,Unclear/unknown,12229,Finance,"10,000-49,999",1-99,0,22,false,1,false,30,1-99
06/06/2023 12:00:00 AM,07/21/2023 12:00:00 AM,Cyberattack,11/24/2021 12:00:00 AM,12/14/2022 12:00:00 AM,"Creedmoor Sports, Inc.",15409,Unclear/unknown,518,Business,500-999,500+,0,559,false,385,false,45,300-399
06/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Athene Annuity and Life Company and its affiliates,15408,Other,3814,Business,"1,000-9,999",1-99,0,22,false,1,false,30,1-99
05/31/2023 12:00:00 AM,07/19/2023 12:00:00 AM,Cyberattack,05/27/2023 12:00:00 AM,05/31/2023 12:00:00 AM,Rite Aid Corporation,15407,Other,1409,Health,"1,000-9,999",1-99,0,4,true,4,true,49,1-99
06/20/2023 12:00:00 AM,07/17/2023 12:00:00 AM,Unauthorized Access,05/28/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Quorum Federal Credit Union,15406,,802,Finance,500-999,1-99,0,23,false,2,false,27,1-99
05/24/2023 12:00:00 AM,07/14/2023 12:00:00 AM,Unauthorized Access,04/26/2023 12:00:00 AM,05/24/2023 12:00:00 AM,Idea 247 Inc. (d/b/a Idea Financial),15404,,671,Finance,500-999,1-99,0,28,true,28,true,51,1-99
06/02/2023 12:00:00 AM,07/12/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Pension Benefit Information, LLC  ",15402,Other,18856,Business,"10,000-49,999",1-99,0,4,false,1,false,40,1-99
02/23/2022 12:00:00 AM,09/01/2022 12:00:00 AM,Unauthorized Access,,,"MMA Operations, Inc.",15398,,1378,Business,"1,000-9,999",Unknown,,,false,,false,190,Unknown
06/26/2023 12:00:00 AM,07/11/2023 12:00:00 AM,Unauthorized Access,11/18/2018 12:00:00 AM,11/18/2018 12:00:00 AM,Tacoma-Pierce County Health Department,15372,,9500,Government,"1,000-9,999",500+,0,1681,false,0,false,15,0
02/07/2023 12:00:00 AM,07/28/2023 12:00:00 AM,Unauthorized Access,02/07/2023 12:00:00 AM,,"Hot Topic, Inc.",15371,,2348,Business,"1,000-9,999",Unknown,,0,false,,false,171,Unknown
06/01/2023 12:00:00 AM,07/20/2023 12:00:00 AM,Cyberattack,06/01/2023 12:00:00 AM,06/01/2023 12:00:00 AM,1st Source Bank,15367,Ransomware,777,Finance,500-999,0,0,0,true,0,true,49,0
06/02/2023 12:00:00 AM,07/10/2023 12:00:00 AM,Cyberattack,05/30/2023 12:00:00 AM,05/30/2023 12:00:00 AM,PH TECH,15358,Ransomware,3288,Health,"1,000-9,999",1-99,0,3,false,0,false,38,0
06/13/2023 12:00:00 AM,07/17/2023 12:00:00 AM,Cyberattack,05/31/2023 12:00:00 AM,06/01/2023 12:00:00 AM,"Fidelity National Information Services, Inc. / Sound Community Bank",15357,Ransomware,13795,Finance,"10,000-49,999",1-99,0,13,false,1,false,34,1-99
06/08/2023 12:00:00 AM,07/17/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,"Milliman Solutions, LLC d/b/a Milliman Intelliscript",15351,Ransomware,17235,Finance,"10,000-49,999",1-99,0,10,false,1,false,39,1-99
03/30/2022 12:00:00 AM,07/10/2023 12:00:00 AM,Unauthorized Access,03/23/2022 12:00:00 AM,03/30/2022 12:00:00 AM,ARx Patient Solutions,15323,,517,Health,500-999,1-99,0,7,true,7,true,467,1-99
06/15/2023 12:00:00 AM,07/10/2023 12:00:00 AM,Cyberattack,05/31/2023 12:00:00 AM,06/01/2023 12:00:00 AM,Premera Blue Cross,15322,Ransomware,33237,Health,"10,000-49,999",1-99,0,15,false,1,false,25,1-99
06/06/2023 12:00:00 AM,07/06/2023 12:00:00 AM,Cyberattack,11/24/2021 12:00:00 AM,12/14/2022 12:00:00 AM,LEM Products Direct LLC,15317,Other,640,Business,500-999,500+,0,559,false,385,false,30,300-399
01/30/2023 12:00:00 AM,06/30/2023 12:00:00 AM,Unauthorized Access,01/28/2023 12:00:00 AM,01/30/2023 12:00:00 AM,Imagine360,15315,Unclear/unknown,1478,Health,"1,000-9,999",1-99,0,2,true,2,true,151,1-99
03/13/2023 12:00:00 AM,06/30/2023 12:00:00 AM,Unauthorized Access,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,"Orrick, Herrington & Sutcliffe LLP",15310,,6376,Business,"1,000-9,999",1-99,0,6,false,0,false,109,0
06/06/2023 12:00:00 AM,07/12/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Transamerica Life Insurance Company,15308,Ransomware,54773,Finance,"50,000-999,999",1-99,0,8,false,1,false,36,1-99
05/31/2023 12:00:00 AM,06/30/2023 12:00:00 AM,Cyberattack,05/27/2023 12:00:00 AM,,Bristol Myers Squibb,15307,Malware,2231,Health,"1,000-9,999",Unknown,,4,false,,false,30,Unknown
03/14/2023 12:00:00 AM,06/30/2023 12:00:00 AM,Unauthorized Access,12/25/2022 12:00:00 AM,03/15/2023 12:00:00 AM,Lansing Community College,15251,,1120,Education,"1,000-9,999",1-99,1,79,true,80,false,108,1-99
06/14/2023 12:00:00 AM,06/30/2023 12:00:00 AM,Cyberattack,05/30/2023 12:00:00 AM,05/31/2023 12:00:00 AM,"Clearwater Credit Union (""Clearwater"")",15250,Malware,518,Finance,500-999,1-99,0,15,false,1,false,16,1-99
10/21/2022 12:00:00 AM,06/28/2023 12:00:00 AM,Cyberattack,10/21/2022 12:00:00 AM,10/21/2022 12:00:00 AM,Sebastian Kanczugowski,15249,Phishing,994,Finance,500-999,0,0,0,true,0,true,250,0
06/04/2023 12:00:00 AM,06/28/2023 12:00:00 AM,Cyberattack,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Talcott Resolution Life Insurance Company,15248,Other,12525,Business,"10,000-49,999",1-99,0,6,false,1,false,24,1-99
12/06/2022 12:00:00 AM,06/27/2023 12:00:00 AM,Cyberattack,11/14/2022 12:00:00 AM,12/06/2022 12:00:00 AM,Clallam County Public Utility District,15246,Phishing,1140,Government,"1,000-9,999",1-99,0,22,true,22,true,203,1-99
01/29/2023 12:00:00 AM,06/23/2023 12:00:00 AM,Theft or Mistake,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,David Douglas School District,15242,,1148,Education,"1,000-9,999",0,0,0,true,0,true,145,0
06/07/2023 12:00:00 AM,06/23/2023 12:00:00 AM,Unauthorized Access,05/29/2023 12:00:00 AM,05/30/2023 12:00:00 AM,Wilton Reassurance Company,15234,,8148,Business,"1,000-9,999",1-99,0,9,false,1,false,16,1-99
05/18/2023 12:00:00 AM,06/21/2023 12:00:00 AM,Unauthorized Access,12/20/2022 12:00:00 AM,05/18/2023 12:00:00 AM,USAA,15229,,546,Finance,500-999,100-199,0,149,true,149,true,34,100-199
03/24/2023 12:00:00 AM,06/20/2023 12:00:00 AM,Cyberattack,02/23/2023 12:00:00 AM,03/01/2023 12:00:00 AM,Mondelez Global LLC,15228,Phishing,1102,Business,"1,000-9,999",1-99,0,29,false,6,false,88,1-99
04/17/2023 12:00:00 AM,06/15/2023 12:00:00 AM,Cyberattack,03/28/2023 12:00:00 AM,04/17/2023 12:00:00 AM,Harvard Pilgrim Health Care,15227,Ransomware,8353,Health,"1,000-9,999",1-99,0,20,true,20,true,59,1-99
11/02/2022 12:00:00 AM,04/12/2023 12:00:00 AM,Unauthorized Access,10/26/2022 12:00:00 AM,10/29/2022 12:00:00 AM,Prescott College,15221,,7164,Education,"1,000-9,999",1-99,0,7,false,3,false,161,1-99
04/14/2023 12:00:00 AM,06/14/2023 12:00:00 AM,Cyberattack,04/14/2023 12:00:00 AM,05/31/2023 12:00:00 AM,International Chapter of the P.E.O. Sisterhood,15207,Ransomware,3450,Non-Profit/Charity,"1,000-9,999",1-99,47,0,true,47,false,61,1-99
06/11/2023 12:00:00 AM,06/13/2023 12:00:00 AM,Unauthorized Access,06/11/2023 12:00:00 AM,06/11/2023 12:00:00 AM,GREENGEEKS LLC,15206,,1000,Business,"1,000-9,999",0,0,0,true,0,true,2,0
12/28/2022 12:00:00 AM,06/07/2023 12:00:00 AM,Cyberattack,12/15/2022 12:00:00 AM,12/28/2022 12:00:00 AM,"CGM, Inc.",15205,Ransomware,4174,Business,"1,000-9,999",1-99,0,13,true,13,true,161,1-99
12/15/2022 12:00:00 AM,06/05/2023 12:00:00 AM,Cyberattack,12/15/2022 12:00:00 AM,12/19/2022 12:00:00 AM,"Reventics, LLC",15180,Ransomware,4764,Health,"1,000-9,999",1-99,4,0,true,4,false,172,1-99
03/06/2023 12:00:00 AM,05/26/2023 12:00:00 AM,Cyberattack,02/26/2023 12:00:00 AM,03/07/2023 12:00:00 AM,"Managed Care of North America, Inc.",15176,Malware,13823,Health,"10,000-49,999",1-99,1,8,true,9,false,81,1-99
04/26/2023 12:00:00 AM,05/26/2023 12:00:00 AM,Cyberattack,02/01/2023 12:00:00 AM,02/04/2023 12:00:00 AM,Capital One,15171,Ransomware,605,Finance,500-999,1-99,0,84,false,3,false,30,1-99
04/18/2023 12:00:00 AM,05/25/2023 12:00:00 AM,Unauthorized Access,04/18/2023 12:00:00 AM,04/18/2023 12:00:00 AM,"European Wax Center, Inc. ",15170,,1592,Business,"1,000-9,999",0,0,0,true,0,true,37,0
04/22/2023 12:00:00 AM,05/23/2023 12:00:00 AM,Cyberattack,04/21/2023 12:00:00 AM,,"Heavy Hammer, Inc.",15164,Ransomware,563,Business,500-999,Unknown,,1,false,,false,31,Unknown
03/25/2023 12:00:00 AM,05/24/2023 12:00:00 AM,Cyberattack,03/15/2023 12:00:00 AM,03/25/2023 12:00:00 AM,"SLT Lending SPV, Inc.",15163,Ransomware,1748,Business,"1,000-9,999",1-99,0,10,true,10,true,60,1-99
02/04/2023 12:00:00 AM,05/22/2023 12:00:00 AM,Cyberattack,02/01/2023 12:00:00 AM,02/06/2023 12:00:00 AM,"NCB Management Services, Inc.",15162,Ransomware,15899,Finance,"10,000-49,999",1-99,2,3,true,5,false,107,1-99
09/01/2021 12:00:00 AM,05/22/2023 12:00:00 AM,Unauthorized Access,04/05/2019 12:00:00 AM,10/10/2021 12:00:00 AM,Apria Healthcare LLC,15159,,69686,Health,"50,000-999,999",500+,39,880,true,919,false,628,500+
04/16/2023 12:00:00 AM,05/31/2023 12:00:00 AM,Unauthorized Access,03/23/2023 12:00:00 AM,,"Stanford, Munko, & Co. PLLC",15158,,3086,Finance,"1,000-9,999",Unknown,,24,false,,false,45,Unknown
11/29/2022 12:00:00 AM,05/30/2023 12:00:00 AM,Unauthorized Access,11/29/2022 12:00:00 AM,11/29/2022 12:00:00 AM,Over The Top (OTT),15156,,22723,Business,"10,000-49,999",0,0,0,true,0,true,182,0
03/04/2021 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,,,Your Patient Advisor by Captify Health,15100,Malware,36364,Business,"10,000-49,999",Unknown,,,false,,false,658,Unknown
